frame_no,frame_type,temporal,layer,qid,qp,y_psnr,u_psnr,v_psnr,bits
465,P,2,2,0,30,38.5748,39.4967,41.4966,45544
467,P,2,0,0,34,37.77,35.8901,37.9474,18760
467,P,2,1,0,33,37.0689,36.9927,38.8586,23184
467,P,2,2,0,30,38.6073,39.5755,41.5716,44632
472,P,0,0,0,30,39.0719,39.9426,41.1829,59632
472,P,0,1,0,29,39.8347,40.6235,41.695,39288
472,P,0,2,0,26,42.0275,43.6417,45.1489,89664
470,P,1,0,0,33,38.0827,36.4489,38.2203,27832
470,P,1,1,0,32,38.1291,38.6481,40.1342,36112
470,P,1,2,0,29,40.1287,41.3092,42.9661,62176
469,P,2,0,0,34,37.5394,35.9092,37.8836,20016
469,P,2,1,0,33,36.9394,36.9919,38.6611,22600
469,P,2,2,0,30,38.521,39.5097,41.5411,47136
471,P,2,0,0,34,37.5015,35.7832,37.7826,20568
471,P,2,1,0,33,36.9163,36.7364,38.6152,23464
471,P,2,2,0,30,38.427,39.3066,41.4018,46744
476,P,0,0,0,30,39.3088,40.3666,41.2797,61240
476,P,0,1,0,29,40.0363,40.8059,41.7672,37696
476,P,0,2,0,26,42.2395,43.6129,45.0743,86840
474,P,1,0,0,33,38.1473,36.847,38.5011,29256
474,P,1,1,0,32,38.2172,38.6066,40.0446,35712
474,P,1,2,0,29,40.0715,41.4827,43.2305,62744
473,P,2,0,0,34,37.6282,35.5919,37.5272,18288
473,P,2,1,0,33,36.8886,36.9627,38.6673,24856
473,P,2,2,0,30,38.5175,39.4781,41.4762,46872
475,P,2,0,0,34,37.722,35.7025,37.4285,18864
475,P,2,1,0,33,37.0172,37.0605,38.4835,24280
475,P,2,2,0,30,38.6845,39.3129,41.4345,44928
480,I,0,0,0,30,38.8355,40.5954,41.6333,69512
480,I,0,1,0,29,39.5241,40.5472,41.6824,39328
480,I,0,2,0,26,41.7136,43.4282,44.8757,96072
478,P,1,0,0,33,37.8064,37.1411,38.6445,36168
478,P,1,1,0,32,37.9763,38.5213,40.189,38960
478,P,1,2,0,29,39.9004,41.2612,42.8219,67104
477,P,2,0,0,34,37.267,35.5004,37.5019,23736
477,P,2,1,0,33,37.0262,36.8227,38.4369,24224
477,P,2,2,0,30,38.6358,39.3214,41.3905,47728
479,P,2,0,0,34,36.7774,35.621,37.4034,23792
479,P,2,1,0,33,36.3263,36.9165,38.2239,28096
479,P,2,2,0,30,37.94,39.2295,41.0716,52432
484,P,0,0,0,30,38.8051,39.932,41.4304,60568
484,P,0,1,0,29,39.5259,40.4102,41.66,42928
484,P,0,2,0,26,41.7365,43.4195,44.7285,95328
482,P,1,0,0,33,37.8186,36.8838,38.8134,31992
482,P,1,1,0,32,37.8516,38.552,40.2898,39664
482,P,1,2,0,29,39.8068,41.2724,42.8799,67864
481,P,2,0,0,34,37.2919,35.9086,37.6353,22456
481,P,2,1,0,33,36.7008,36.9103,38.4154,26984
481,P,2,2,0,30,38.2039,39.2326,41.2274,49808
483,P,2,0,0,34,36.9927,35.5693,37.2681,23888
483,P,2,1,0,33,36.5331,36.6166,38.0454,26376
483,P,2,2,0,30,38.0714,39.0375,41.1214,50408
488,P,0,0,0,30,38.8634,40.2551,41.4183,66688
488,P,0,1,0,29,39.5707,40.6044,41.6656,40120
488,P,0,2,0,26,41.7985,43.4176,44.7974,96176
486,P,1,0,0,33,37.8249,36.5383,38.2543,31168
486,P,1,1,0,32,38.0545,38.4898,39.9729,37888
486,P,1,2,0,29,39.8886,41.3136,42.8079,65960
485,P,2,0,0,34,37.3934,35.8653,37.5514,21464
485,P,2,1,0,33,36.8352,36.6262,38.2484,24912
485,P,2,2,0,30,38.3423,39.2085,41.1746,48760
487,P,2,0,0,34,36.9302,35.7594,37.4292,24784
487,P,2,1,0,33,36.5517,36.5252,38.1271,26168
487,P,2,2,0,30,38.1483,39.0382,41.025,50544
492,P,0,0,0,30,38.5879,39.6398,40.9189,75480
492,P,0,1,0,29,39.3877,39.8778,41.1088,45000
492,P,0,2,0,26,41.6394,42.9096,44.2026,106160
490,P,1,0,0,33,37.9215,37.3636,38.9216,37424
490,P,1,1,0,32,38.3715,38.858,40.4947,35248
490,P,1,2,0,29,40.3818,41.3682,43.085,63288
489,P,2,0,0,34,37.2021,35.866,37.5959,24976
489,P,2,1,0,33,37.0187,36.5829,38.276,24496
489,P,2,2,0,30,38.6985,39.0797,41.1489,48816
491,P,2,0,0,34,36.5184,35.3348,37.1907,29216
491,P,2,1,0,33,36.4185,36.0852,37.7915,27456
491,P,2,2,0,30,38.171,38.6012,40.7048,54648
496,P,0,0,0,30,38.5697,39.6249,40.8584,76056
496,P,0,1,0,29,39.3761,40.023,41.0812,44640
496,P,0,2,0,26,41.6867,42.9831,44.3076,107088
494,P,1,0,0,33,37.054,36.4173,38.171,43368
494,P,1,1,0,32,37.4487,38.1441,39.5386,43336
494,P,1,2,0,29,39.5837,40.5771,42.29,77752
493,P,2,0,0,34,36.2793,35.3741,36.8694,28896
493,P,2,1,0,33,36.0818,36.2673,37.6631,31192
493,P,2,2,0,30,37.8917,38.4758,40.5154,60648
495,P,2,0,0,34,36.3789,35.0445,36.927,26464
495,P,2,1,0,33,36.1725,36.0431,37.8395,32000
495,P,2,2,0,30,37.8003,38.4457,40.5022,58304
500,P,0,0,0,30,39.4643,40.073,41.9658,60240
500,P,0,1,0,29,40.3189,40.3955,42.298,38712
500,P,0,2,0,26,42.6322,43.5451,45.3726,85976
498,P,1,0,0,33,37.7494,36.0561,38.0031,39152
498,P,1,1,0,32,38.0071,38.0608,39.9339,40800
498,P,1,2,0,29,40.0719,40.6971,42.4804,70960
497,P,2,0,0,34,36.738,34.8446,36.9811,28024
497,P,2,1,0,33,36.3565,36.1905,37.8781,30136
497,P,2,2,0,30,38.155,38.4406,40.6932,56864
499,P,2,0,0,34,37.0176,35.3554,37.4852,29392
499,P,2,1,0,33,36.8064,36.2507,38.3934,24568
499,P,2,2,0,30,38.4856,38.722,41.1745,52024
504,P,0,0,0,30,39.6945,39.6035,41.9471,57384
504,P,0,1,0,29,40.4961,40.5534,42.3386,39840
504,P,0,2,0,26,42.8559,43.6496,45.6395,85448
502,P,1,0,0,33,38.851,36.7772,39.3734,28088
502,P,1,1,0,32,38.8994,38.2426,40.8213,31584
502,P,1,2,0,29,40.8383,41.0511,43.6461,59344
501,P,2,0,0,34,38.1433,35.9971,38.6459,23840
501,P,2,1,0,33,37.4928,36.5436,39.0973,22920
501,P,2,2,0,30,39.0417,39.1265,41.7845,46784
503,P,2,0,0,34,38.3938,35.4524,38.6107,16976
503,P,2,1,0,33,37.6061,36.3572,39.3296,22864
503,P,2,2,0,30,39.1493,38.9719,42.1195,42576
508,P,0,0,0,30,39.6619,39.2255,41.559,53080
508,P,0,1,0,29,40.5248,40.2047,42.3427,40848
508,P,0,2,0,26,42.7853,43.5727,45.3763,84320
506,P,1,0,0,33,39.2044,36.768,39.5265,23600
506,P,1,1,0,32,39.0842,38.0752,40.8314,31528
506,P,1,2,0,29,40.8371,40.9331,43.5048,58112
505,P,2,0,0,34,38.4575,35.732,38.8189,17600
505,P,2,1,0,33,37.74,36.3885,39.4438,21936
505,P,2,2,0,30,39.1218,39.154,41.975,45384
507,P,2,0,0,34,38.9538,35.2695,38.305,13600
507,P,2,1,0,33,37.9486,36.497,39.1916,22208
507,P,2,2,0,30,39.2491,38.9024,41.9741,41112
512,P,0,0,0,30,39.6508,38.9532,41.6057,52048
512,P,0,1,0,29,40.5188,40.295,42.2973,38760
512,P,0,2,0,26,42.7773,43.462,45.3584,85056
510,P,1,0,0,33,38.9141,36.0599,39.1384,23776
510,P,1,1,0,32,39.031,37.8154,40.5968,30792
510,P,1,2,0,29,40.8234,40.657,43.4974,59096
509,P,2,0,0,34,38.7075,35.5093,38.3407,16184
509,P,2,1,0,33,37.9794,36.5717,39.1389,20504
509,P,2,2,0,30,39.3402,39.0197,41.935,41584
511,P,2,0,0,34,38.6468,35.3533,38.1496,15456
511,P,2,1,0,33,38.2061,36.5081,38.9446,20280
511,P,2,2,0,30,39.324,38.9436,41.9272,41920
516,P,0,0,0,30,39.6495,39.5385,41.3538,53768
516,P,0,1,0,29,40.4011,40.2244,42.1921,39240
516,P,0,2,0,26,42.7831,43.4891,45.3295,84672
514,P,1,0,0,33,39.1656,36.3341,39.0034,23096
514,P,1,1,0,32,39.0641,38.0829,40.4715,29488
514,P,1,2,0,29,40.848,40.8797,43.4909,57520
513,P,2,0,0,34,38.749,35.4496,38.3108,15320
513,P,2,1,0,33,37.9442,36.4229,39.0199,20048
513,P,2,2,0,30,39.1735,38.9088,41.8299,42744
515,P,2,0,0,34,38.822,35.2927,38.2757,14176
515,P,2,1,0,33,37.9171,36.5012,39.1171,20976
515,P,2,2,0,30,39.3213,38.8695,41.9201,39952
520,P,0,0,0,30,39.6219,39.6804,41.5565,52344
520,P,0,1,0,29,40.3777,40.2988,42.2193,39680
520,P,0,2,0,26,42.7901,43.3929,45.3553,84656
518,P,1,0,0,33,38.9748,36.4236,39.2619,25264
518,P,1,1,0,32,38.9929,38.0954,40.6978,29560
518,P,1,2,0,29,40.8845,40.6265,43.2891,57264
517,P,2,0,0,34,38.7151,35.6616,38.316,16032
517,P,2,1,0,33,37.8645,36.8219,39.1972,21944
517,P,2,2,0,30,39.3435,38.9307,41.8836,41560
519,P,2,0,0,34,38.4664,35.5091,38.4134,15880
519,P,2,1,0,33,38.0003,36.5769,39.07,20600
519,P,2,2,0,30,39.3989,38.9471,41.9037,39776
524,P,0,0,0,30,39.5749,39.2447,41.3316,51616
524,P,0,1,0,29,40.3928,40.2175,42.2576,37808
524,P,0,2,0,26,42.7204,43.5306,45.2411,84376
522,P,1,0,0,33,39.0484,36.3014,39.0448,22576
522,P,1,1,0,32,39.0751,38.063,40.924,30376
522,P,1,2,0,29,40.8108,40.6419,43.4608,57568
521,P,2,0,0,34,38.7229,35.5042,38.3471,15440
521,P,2,1,0,33,37.9762,36.3572,39.2007,21008
521,P,2,2,0,30,39.3431,38.7312,41.8744,41496
523,P,2,0,0,34,38.6493,35.2281,38.0214,14392
523,P,2,1,0,33,37.9417,36.5987,39.0934,21184
523,P,2,2,0,30,39.4134,38.9042,41.8955,39568
528,I,0,0,0,30,39.6379,40.5534,42.4684,63616
528,I,0,1,0,29,40.3842,40.6101,42.4879,35560
528,I,0,2,0,26,42.7753,43.5494,45.4445,85552
526,P,1,0,0,33,39.1086,36.6549,39.6072,23024
526,P,1,1,0,32,39.0011,38.0838,40.7793,31136
526,P,1,2,0,29,40.8555,40.9239,43.5847,57320
525,P,2,0,0,34,38.7445,35.2264,38.232,14856
525,P,2,1,0,33,37.9409,36.4234,39.2582,21224
525,P,2,2,0,30,39.2323,38.9547,41.9903,42648
527,P,2,0,0,34,38.518,35.3222,38.3487,15488
527,P,2,1,0,33,37.8837,36.4833,39.2425,20656
527,P,2,2,0,30,39.3007,38.9694,42.0853,40760
532,P,0,0,0,30,39.5373,39.3032,41.793,44136
532,P,0,1,0,29,40.4116,40.1938,42.2667,38192
532,P,0,2,0,26,42.7112,43.4396,45.1963,83936
530,P,1,0,0,33,39.0884,36.5141,39.4198,23040
530,P,1,1,0,32,39.0638,38.2184,41.0547,29280
530,P,1,2,0,29,40.8281,41.0988,43.5277,57424
529,P,2,0,0,34,38.7221,35.4947,38.9435,16376
529,P,2,1,0,33,37.8618,36.5369,39.3851,21056
529,P,2,2,0,30,39.3983,38.9232,42.1003,40120
531,P,2,0,0,34,38.6934,35.6398,38.462,15608
531,P,2,1,0,33,38.1533,36.4903,39.2124,18816
531,P,2,2,0,30,39.4293,38.9481,41.971,40440
536,P,0,0,0,30,39.5598,39.2094,41.6364,51592
536,P,0,1,0,29,40.3027,39.957,42.2115,35192
536,P,0,2,0,26,42.7722,43.5034,45.2443,85008
534,P,1,0,0,33,39.0096,36.7804,39.3863,23880
534,P,1,1,0,32,39.0779,38.2356,40.5249,28104
534,P,1,2,0,29,40.8371,40.8288,43.4497,56496
533,P,2,0,0,34,38.7742,35.6414,38.649,15968
533,P,2,1,0,33,38.1099,36.5397,39.298,19184
533,P,2,2,0,30,39.2972,38.957,41.8058,40968
535,P,2,0,0,34,38.6286,35.359,38.4183,15848
535,P,2,1,0,33,37.9796,36.7431,39.309,20760
535,P,2,2,0,30,39.1576,39.0846,41.9991,43568
540,P,0,0,0,30,39.5931,39.1994,41.67,52280
540,P,0,1,0,29,40.3386,40.263,42.1244,38600
540,P,0,2,0,26,42.764,43.426,45.2139,84552
538,P,1,0,0,33,38.9994,36.3665,38.9522,23544
538,P,1,1,0,32,39.0333,37.9416,40.5449,30080
538,P,1,2,0,29,40.8372,40.6952,43.4994,56272
537,P,2,0,0,34,38.5643,35.4391,38.3297,16400
537,P,2,1,0,33,37.8951,36.533,39.2547,20920
537,P,2,2,0,30,39.2994,39.123,41.9375,41032
539,P,2,0,0,34,38.4708,35.153,38.3062,15000
539,P,2,1,0,33,37.8128,36.4735,38.9431,20856
539,P,2,2,0,30,39.4696,38.8631,42.059,39104
544,P,0,0,0,30,39.5101,39.0743,41.1825,53216
544,P,0,1,0,29,40.2781,40.1395,41.9023,35720
544,P,0,2,0,26,42.7532,43.3727,44.9569,83848
542,P,1,0,0,33,38.9397,36.5526,38.9999,25992
542,P,1,1,0,32,38.9348,38.3452,40.4886,30608
542,P,1,2,0,29,40.9129,40.6856,43.3642,54896
541,P,2,0,0,34,38.5051,35.5955,38.4267,17424
541,P,2,1,0,33,37.8406,36.5632,38.9275,19808
541,P,2,2,0,30,39.3891,39.1035,41.9131,41536
543,P,2,0,0,34,38.1956,35.2509,37.9514,15784
543,P,2,1,0,33,37.7766,36.6293,39.3198,20072
543,P,2,2,0,30,39.4793,38.8736,41.8624,38752
548,P,0,0,0,30,39.5877,38.9281,41.1304,49304
548,P,0,1,0,29,40.3934,39.9453,42.155,34944
548,P,0,2,0,26,42.7698,43.4174,44.932,82312
546,P,1,0,0,33,38.8097,36.2445,39.0591,24880
546,P,1,1,0,32,38.9458,38.1371,40.4653,28912
546,P,1,2,0,29,40.8142,40.7215,43.2758,56328
545,P,2,0,0,34,38.4382,35.3118,38.0947,16040
545,P,2,1,0,33,37.7686,36.5053,38.8816,20752
545,P,2,2,0,30,39.4717,38.7781,41.891,39088
547,P,2,0,0,34,38.4939,35.31,38.0035,14920
547,P,2,1,0,33,37.8998,36.6505,39.1814,21120
547,P,2,2,0,30,39.4685,38.73,41.9278,38200
552,P,0,0,0,30,39.5918,39.4091,41.2245,51568
552,P,0,1,0,29,40.3355,40.0107,42.2808,35792
552,P,0,2,0,26,42.7537,43.3092,45.2123,83848
550,P,1,0,0,33,38.9306,36.3217,38.9448,24200
550,P,1,1,0,32,38.9704,38.298,40.7637,29528
550,P,1,2,0,29,40.89,40.5155,43.3508,54288
549,P,2,0,0,34,38.3531,35.3064,37.8929,17224
549,P,2,1,0,33,37.8866,36.5828,38.8983,19376
549,P,2,2,0,30,39.5695,38.7654,41.937,37864
551,P,2,0,0,34,38.4723,35.3938,37.8668,15976
551,P,2,1,0,33,37.8802,36.5267,38.8412,19768
551,P,2,2,0,30,39.3985,38.6475,41.9764,38920
556,P,0,0,0,30,33.6864,36.5963,37.2433,170648
556,P,0,1,0,29,34.4062,36.5963,37.2433,95688
556,P,0,2,0,26,37.019,39.3356,40.2317,272664
554,P,1,0,0,33,32.1349,34.2058,35.6018,79920
554,P,1,1,0,32,32.4404,35.4504,36.3122,94856
554,P,1,2,0,29,34.6365,37.3104,38.3079,186328
553,P,2,0,0,34,30.8319,33.3828,34.9684,61640
553,P,2,1,0,33,30.7869,33.6074,35.0565,57232
553,P,2,2,0,30,32.7046,35.3909,36.809,133680
555,P,2,0,0,34,31.1838,33.0469,34.7811,49440
555,P,2,1,0,33,30.9147,33.6242,34.977,60664
555,P,2,2,0,30,32.8145,35.4078,36.7308,121744
560,P,0,0,0,30,33.6043,36.2084,37.0077,153112
560,P,0,1,0,29,34.4453,36.6484,37.2231,109512
560,P,0,2,0,26,37.0049,39.3527,40.2045,271968
558,P,1,0,0,33,33.0145,32.9549,34.344,29480
558,P,1,1,0,32,32.8149,34.7032,35.8212,74584
558,P,1,2,0,29,34.7578,37.0614,38.1093,162856
557,P,2,0,0,34,32.5019,32.6975,34.3218,30656
557,P,2,1,0,33,31.2918,33.5506,34.938,59176
557,P,2,2,0,30,32.9526,35.421,36.6785,113280
559,P,2,0,0,34,33.0767,31.334,33.4064,11944
559,P,2,1,0,33,32.3028,33.0172,34.6284,38192
559,P,2,2,0,30,33.8521,34.9006,36.177,69216
564,P,0,0,0,30,33.2983,35.1039,35.6694,87584
564,P,0,1,0,29,34.4759,36.574,37.2677,148224
564,P,0,2,0,26,36.9856,39.3445,40.2536,262592
562,P,1,0,0,33,32.9886,32.1459,33.7953,21496
562,P,1,1,0,32,33.0282,34.3092,35.6048,61944
562,P,1,2,0,29,34.8251,36.792,37.7976,144704
561,P,2,0,0,34,33.0602,31.4634,33.5323,11808
561,P,2,1,0,33,32.304,33.153,34.8339,36480
561,P,2,2,0,30,33.9236,34.738,35.9936,72536
563,P,2,0,0,34,32.9302,31.3126,33.0756,11976
563,P,2,1,0,33,33.1322,32.4677,34.0949,20576
563,P,2,2,0,30,34.2471,34.6795,35.8586,68344
568,P,0,0,0,30,33.4119,35.3725,35.9884,110112
568,P,0,1,0,29,34.2948,36.0295,36.7136,95368
568,P,0,2,0,26,37.0308,39.3316,40.2073,266912
566,P,1,0,0,33,32.9145,32.3541,33.7942,22896
566,P,1,1,0,32,33.2947,33.4939,34.698,38296
566,P,1,2,0,29,34.9678,36.4805,37.2683,131736
565,P,2,0,0,34,32.844,31.3374,32.9543,13224
565,P,2,1,0,33,33.1814,32.466,34.2712,19728
565,P,2,2,0,30,34.2581,34.783,36.0233,68152
567,P,2,0,0,34,32.9291,31.0981,32.8763,10760
567,P,2,1,0,33,33.1035,32.4336,33.9469,20648
567,P,2,2,0,30,34.3463,34.7438,35.8702,67352
572,P,0,0,0,30,33.3163,35.0572,35.5258,98152
572,P,0,1,0,29,34.3842,36.1802,37.041,118264
572,P,0,2,0,26,36.9999,39.2237,40.1752,261592
570,P,1,0,0,33,32.9235,32.1835,33.7055,24216
570,P,1,1,0,32,33.2713,33.4751,34.7755,40136
570,P,1,2,0,29,34.9809,36.4825,37.4921,133888
569,P,2,0,0,34,32.9392,31.206,33.0651,11160
569,P,2,1,0,33,33.0661,32.268,33.9459,20096
569,P,2,2,0,30,34.3081,34.6806,35.8945,68672
571,P,2,0,0,34,32.923,31.3167,33.0481,11840
571,P,2,1,0,33,33.1819,32.4212,33.9629,19192
571,P,2,2,0,30,34.297,34.7383,35.9766,68008
576,I,0,0,0,30,33.7023,36.6237,37.3087,164928
576,I,0,1,0,29,34.4515,36.6237,37.3087,94696
576,I,0,2,0,26,37.0159,39.337,40.2188,263800
574,P,1,0,0,33,33.0912,32.7802,34.371,24880
574,P,1,1,0,32,33.2803,33.6497,35.1085,39104
574,P,1,2,0,29,35.0306,36.297,37.4886,127312
573,P,2,0,0,34,32.971,31.3607,33.1823,13408
573,P,2,1,0,33,33.1794,32.4299,34.1742,18832
573,P,2,2,0,30,34.4113,34.7658,36.0347,65704
575,P,2,0,0,34,33.1142,31.5174,33.3944,10592
575,P,2,1,0,33,33.086,32.3632,34.1851,20152
575,P,2,2,0,30,34.2837,34.8303,35.8828,70752
580,P,0,0,0,30,33.3385,34.8706,35.4425,73944
580,P,0,1,0,29,34.3409,35.8867,36.6505,107520
580,P,0,2,0,26,37.0124,39.3551,40.2026,264440
578,P,1,0,0,33,32.9804,31.8801,33.6746,18128
578,P,1,1,0,32,33.2839,33.3068,34.6647,39760
578,P,1,2,0,29,35.0352,36.3411,37.2635,126384
577,P,2,0,0,34,33.1255,31.6928,33.6456,10744
577,P,2,1,0,33,33.0512,32.5048,34.3252,21360
577,P,2,2,0,30,34.3677,34.7998,35.7562,66920
579,P,2,0,0,34,32.9651,31.2652,33.1495,11872
579,P,2,1,0,33,33.1571,32.2322,33.9413,19056
579,P,2,2,0,30,34.3575,34.8077,35.7765,66824
584,P,0,0,0,30,33.4111,34.9539,35.64,101528
584,P,0,1,0,29,34.4094,36.1166,36.8514,110000
584,P,0,2,0,26,37.0109,39.3351,40.2348,261672
582,P,1,0,0,33,32.88,32.1036,33.5231,22296
582,P,1,1,0,32,33.2651,33.2661,34.5703,35568
582,P,1,2,0,29,35.0175,36.3133,37.1233,130072
581,P,2,0,0,34,32.7959,31.0464,32.9736,12024
581,P,2,1,0,33,33.1576,32.1982,33.8141,17232
581,P,2,2,0,30,34.357,34.738,35.6953,65496
583,P,2,0,0,34,32.9451,31.2043,33.1417,11920
583,P,2,1,0,33,33.0553,32.4587,34.2148,22152
583,P,2,2,0,30,34.2809,34.8396,35.7719,66968
588,P,0,0,0,30,33.2964,35.1188,35.7631,97000
588,P,0,1,0,29,34.309,36.0475,36.8758,109888
588,P,0,2,0,26,37.0165,39.3566,40.189,261384
586,P,1,0,0,33,32.8844,32.0176,33.687,22120
586,P,1,1,0,32,33.2273,33.3564,34.8539,41616
586,P,1,2,0,29,35.0276,36.418,37.2734,126000
585,P,2,0,0,34,32.9539,31.1697,33.0042,11392
585,P,2,1,0,33,33.0641,32.5316,34.2131,22056
585,P,2,2,0,30,34.2705,34.878,35.791,68832
587,P,2,0,0,34,32.8802,31.119,33.1551,11256
587,P,2,1,0,33,33.1736,32.2423,34.0743,18752
587,P,2,2,0,30,34.3601,34.6308,35.8026,68584
592,P,0,0,0,30,33.2948,34.9936,35.7652,108624
592,P,0,1,0,29,34.3944,36.2367,37.0608,108952
592,P,0,2,0,26,37.0184,39.2518,40.1876,260848
590,P,1,0,0,33,32.858,32.0275,33.5225,20792
590,P,1,1,0,32,33.241,33.2811,34.6211,38312
590,P,1,2,0,29,35.0128,36.3923,37.3254,127680
589,P,2,0,0,34,32.8637,31.1223,33.0945,12144
589,P,2,1,0,33,33.1292,32.2634,33.9137,18600
589,P,2,2,0,30,34.3491,34.5465,35.7028,65600
591,P,2,0,0,34,32.863,31.2373,33.228,12088
591,P,2,1,0,33,33.1628,32.4431,34.0905,19896
591,P,2,2,0,30,34.4743,34.6286,35.8399,62256
596,P,0,0,0,30,33.3778,35.0564,36.1953,110040
596,P,0,1,0,29,34.3843,36.2073,37.0328,111512
596,P,0,2,0,26,37.0256,39.2871,40.1701,259968
594,P,1,0,0,33,32.8665,32.3199,33.9489,23464
594,P,1,1,0,32,33.251,33.6356,34.9467,40112
594,P,1,2,0,29,35.0024,36.4257,37.5493,128184
593,P,2,0,0,34,32.8496,31.254,33.4339,13280
593,P,2,1,0,33,33.081,32.4692,34.0926,19808
593,P,2,2,0,30,34.4053,34.731,35.9466,65392
595,P,2,0,0,34,32.9294,31.2674,33.2909,11648
595,P,2,1,0,33,33.065,32.5826,34.1516,21456
595,P,2,2,0,30,34.3245,34.7623,35.8979,65472
600,P,0,0,0,30,33.3902,35.1008,36.0547,111152
600,P,0,1,0,29,34.4124,36.2209,37.0919,109136
600,P,0,2,0,26,37.0395,39.3828,40.2855,263160
598,P,1,0,0,33,32.7754,32.4569,33.9533,24032
598,P,1,1,0,32,33.1022,33.5592,34.9977,43288
598,P,1,2,0,29,34.9586,36.514,37.6572,135376
597,P,2,0,0,34,32.7889,31.2388,33.2788,11064
597,P,2,1,0,33,33.0819,32.4353,34.0462,19904
597,P,2,2,0,30,34.2399,34.7815,35.9408,68176
599,P,2,0,0,34,32.8623,31.4191,33.3127,11816
599,P,2,1,0,33,33.004,32.5205,34.2592,21096
599,P,2,2,0,30,34.2742,34.7093,35.8622,66064
604,P,0,0,0,30,33.4993,35.3331,36.3914,119248
604,P,0,1,0,29,34.4527,36.3968,37.2792,113328
604,P,0,2,0,26,37.0271,39.3882,40.3425,259496
602,P,1,0,0,33,32.7609,32.6923,34.1241,28016
602,P,1,1,0,32,33.2113,33.764,35.1224,43976
602,P,1,2,0,29,34.9567,36.6297,37.7548,136864
601,P,2,0,0,34,32.808,31.1281,33.2328,11328
601,P,2,1,0,33,32.9312,32.5383,34.2044,20728
601,P,2,2,0,30,34.1938,34.9152,36.0291,69120
603,P,2,0,0,34,32.7504,31.5447,33.4992,11736
603,P,2,1,0,33,32.9018,32.7022,34.4296,24592
603,P,2,2,0,30,34.0051,34.8788,36.1125,76632
608,P,0,0,0,30,33.4977,35.5673,36.5582,115600
608,P,0,1,0,29,34.44,36.2722,37.2575,101352
608,P,0,2,0,26,37.0857,39.479,40.4409,259216
606,P,1,0,0,33,32.8104,32.4535,34.2326,28552
606,P,1,1,0,32,33.2215,33.7414,35.2861,47104
606,P,1,2,0,29,34.9525,36.6896,37.9936,139984
605,P,2,0,0,34,32.7404,31.3546,33.4653,11208
605,P,2,1,0,33,32.9437,32.5224,34.3918,23136
605,P,2,2,0,30,34.056,34.8832,36.1947,76352
607,P,2,0,0,34,32.6958,31.5969,33.5438,11800
607,P,2,1,0,33,32.8115,32.5766,34.6184,26904
607,P,2,2,0,30,34.0092,34.9201,36.2672,77840
612,P,0,0,0,30,33.551,35.3094,36.5254,112896
612,P,0,1,0,29,34.5294,36.4396,37.1953,108968
612,P,0,2,0,26,37.108,39.5608,40.4368,254344
610,P,1,0,0,33,32.8356,32.4909,34.2869,31080
610,P,1,1,0,32,33.2013,33.7182,35.3403,48760
610,P,1,2,0,29,35.0425,36.6787,37.9246,138600
609,P,2,0,0,34,32.5988,31.4915,33.7545,11800
609,P,2,1,0,33,32.7833,32.5921,34.5657,27584
609,P,2,2,0,30,34.0736,34.9555,36.3132,79072
611,P,2,0,0,34,32.6862,31.7315,33.7335,13736
611,P,2,1,0,33,32.7851,32.9368,34.792,29120
611,P,2,2,0,30,34.0947,35.027,36.3539,77352
616,P,0,0,0,30,33.6318,35.3648,36.5099,114704
616,P,0,1,0,29,34.555,36.5133,37.5487,104376
616,P,0,2,0,26,37.1118,39.5823,40.5143,253776
614,P,1,0,0,33,32.8794,32.4422,34.226,32608
614,P,1,1,0,32,33.276,33.6723,35.4355,51664
614,P,1,2,0,29,35.0911,36.7304,38.0494,140520
613,P,2,0,0,34,32.7191,31.4738,33.7173,11664
613,P,2,1,0,33,32.7949,32.8324,34.8052,31576
613,P,2,2,0,30,34.0791,35.034,36.3589,79200
615,P,2,0,0,34,32.766,31.7082,33.7162,16424
615,P,2,1,0,33,32.7331,32.9289,34.8261,32848
615,P,2,2,0,30,34.1092,35.0498,36.2492,78232
620,P,0,0,0,30,33.6148,35.6321,36.6642,119584
620,P,0,1,0,29,34.578,36.468,37.3891,98696
620,P,0,2,0,26,37.1617,39.57,40.6116,252600
618,P,1,0,0,33,32.9592,32.956,34.4573,38232
618,P,1,1,0,32,33.3428,34.1796,35.5636,50536
618,P,1,2,0,29,35.1142,36.866,38.2045,141160
617,P,2,0,0,34,32.7655,31.5672,33.8669,15960
617,P,2,1,0,33,32.7671,32.8799,34.7566,30880
617,P,2,2,0,30,34.1733,35.1015,36.3946,77160
619,P,2,0,0,34,32.7208,31.7996,33.6903,18448
619,P,2,1,0,33,32.7377,33.1149,34.6905,32080
619,P,2,2,0,30,34.2338,35.151,36.3967,75272
624,I,0,0,0,30,33.9701,36.9196,37.7473,160696
624,I,0,1,0,29,34.7083,36.9196,37.7473,91240
624,I,0,2,0,26,37.2107,39.6144,40.6687,252936
622,P,1,0,0,33,33.1415,33.1828,34.7272,40008
622,P,1,1,0,32,33.3814,34.4062,35.6977,51264
622,P,1,2,0,29,35.2303,36.785,38.0529,135536
621,P,2,0,0,34,32.8071,31.9237,34.0804,21312
621,P,2,1,0,33,32.7934,33.2075,34.8478,30376
621,P,2,2,0,30,34.2321,35.1537,36.3034,76928
623,P,2,0,0,34,32.9167,31.9206,34.0665,20144
