frame_no,frame_type,temporal,layer,qid,qp,y_psnr,u_psnr,v_psnr,bits
940,P,0,1,0,29,36.2442,37.6787,40.8042,84712
940,P,0,2,0,26,38.7334,40.7385,43.4349,185056
938,P,1,0,0,33,34.5782,33.526,37.1448,30944
938,P,1,1,0,32,34.7667,35.4451,38.8189,54568
938,P,1,2,0,29,36.6028,38.3718,41.7428,122952
937,P,2,0,0,34,34.5086,32.7744,36.9346,18896
937,P,2,1,0,33,34.0391,34.2453,38.0508,30104
937,P,2,2,0,30,35.2356,36.3385,40.331,77664
939,P,2,0,0,34,34.4806,33.0195,37.2707,20976
939,P,2,1,0,33,34.0168,34.1774,38.1748,31536
939,P,2,2,0,30,35.2436,36.342,40.2118,75992
944,P,0,0,0,30,35.4482,37.0415,40.1154,98768
944,P,0,1,0,29,36.2648,37.6108,40.6459,78520
944,P,0,2,0,26,38.7292,40.726,43.4068,184304
942,P,1,0,0,33,34.6507,33.9067,37.6469,31736
942,P,1,1,0,32,34.7376,35.594,39.176,55048
942,P,1,2,0,29,36.6206,38.4106,41.7715,122192
941,P,2,0,0,34,34.5212,32.9992,37.1137,20928
941,P,2,1,0,33,34.0771,34.0879,38.1572,29288
941,P,2,2,0,30,35.2616,36.2859,40.2242,73904
943,P,2,0,0,34,34.4767,32.7997,37.1975,20456
943,P,2,1,0,33,34.0162,34.16,38.0534,29120
943,P,2,2,0,30,35.314,36.2789,40.2427,71312
948,P,0,0,0,30,35.4057,37.1524,40.148,94568
948,P,0,1,0,29,36.2876,37.583,40.6583,77792
948,P,0,2,0,26,38.7491,40.7625,43.3994,182872
946,P,1,0,0,33,34.7061,33.7755,37.4805,32032
946,P,1,1,0,32,34.7877,35.517,39.1125,52848
946,P,1,2,0,29,36.6729,38.471,41.8493,120904
945,P,2,0,0,34,34.668,32.6745,37.0479,18368
945,P,2,1,0,33,34.057,34.0305,38.0501,30576
945,P,2,2,0,30,35.2748,36.3704,40.1982,74920
947,P,2,0,0,34,34.5228,32.8447,37.0246,19360
947,P,2,1,0,33,34.1189,34.0561,38.1522,30576
947,P,2,2,0,30,35.3523,36.2388,40.3068,72320
952,P,0,0,0,30,35.3874,37.0117,40.0846,93088
952,P,0,1,0,29,36.3194,37.8568,40.7669,82528
952,P,0,2,0,26,38.7474,40.729,43.398,181296
950,P,1,0,0,33,34.6881,33.3698,37.2435,28832
950,P,1,1,0,32,34.8221,35.4703,39.0819,54672
950,P,1,2,0,29,36.7186,38.2524,41.6722,119232
949,P,2,0,0,34,34.5385,32.8521,37.0972,20344
949,P,2,1,0,33,34.153,34.0433,38.125,28056
949,P,2,2,0,30,35.3882,36.333,40.2863,74328
951,P,2,0,0,34,34.5209,32.8813,36.9679,20512
951,P,2,1,0,33,34.1075,34.0439,37.8936,30392
951,P,2,2,0,30,35.2883,36.3675,40.2969,73880
956,P,0,0,0,30,35.5858,37.245,40.3196,100144
956,P,0,1,0,29,36.3585,37.5781,40.7634,74744
956,P,0,2,0,26,38.7974,40.7928,43.3945,180696
954,P,1,0,0,33,34.835,33.7794,37.5295,31976
954,P,1,1,0,32,34.8434,35.6055,39.1011,55384
954,P,1,2,0,29,36.7008,38.3802,41.6689,115472
953,P,2,0,0,34,34.5893,32.7084,36.7925,19816
953,P,2,1,0,33,34.1021,34.0231,37.9452,29984
953,P,2,2,0,30,35.3449,36.3752,40.276,75928
955,P,2,0,0,34,34.7346,32.8695,37.0301,19168
955,P,2,1,0,33,33.9891,34.0024,37.9992,33120
955,P,2,2,0,30,35.3046,36.4981,40.3662,71760
960,I,0,0,0,30,35.7134,37.9629,40.8521,121528
960,I,0,1,0,29,36.3633,37.9629,40.8724,67080
960,I,0,2,0,26,38.8337,40.8184,43.4995,180544
958,P,1,0,0,33,34.9108,34.0638,37.7427,30408
958,P,1,1,0,32,34.8912,35.7092,38.9748,55408
958,P,1,2,0,29,36.7503,38.3069,41.6394,116048
957,P,2,0,0,34,34.6748,32.8646,37.1608,19800
957,P,2,1,0,33,34.1147,33.9946,37.9551,30200
957,P,2,2,0,30,35.3249,36.5545,40.253,75032
959,P,2,0,0,34,34.8029,32.8572,37.3114,19416
959,P,2,1,0,33,34.0665,34.0725,38.0623,32184
959,P,2,2,0,30,35.3223,36.5178,40.3929,75976
964,P,0,0,0,30,35.538,37.0701,40.0343,78336
964,P,0,1,0,29,36.3999,37.6418,40.7089,81184
964,P,0,2,0,26,38.8382,40.6942,43.3509,178016
962,P,1,0,0,33,34.9078,33.5236,37.7225,28824
962,P,1,1,0,32,34.9146,35.5651,39.199,54256
962,P,1,2,0,29,36.8351,38.3416,41.647,113648
961,P,2,0,0,34,34.8519,32.9361,37.501,18672
961,P,2,1,0,33,34.0674,33.9883,37.9863,32040
961,P,2,2,0,30,35.4176,36.4876,40.244,75656
963,P,2,0,0,34,34.7461,32.5654,36.8915,18640
963,P,2,1,0,33,34.1916,33.6752,37.6955,29320
963,P,2,2,0,30,35.4117,36.4221,40.1393,73384
968,P,0,0,0,30,35.6068,37.2358,40.1316,96768
968,P,0,1,0,29,36.4182,37.6539,40.6695,74768
968,P,0,2,0,26,38.8483,40.7865,43.4034,179064
966,P,1,0,0,33,34.8711,33.4502,37.1061,31232
966,P,1,1,0,32,34.956,35.2066,38.6397,52064
966,P,1,2,0,29,36.8434,38.4067,41.7498,113560
965,P,2,0,0,34,34.7182,32.6595,36.978,20320
965,P,2,1,0,33,34.3593,33.8087,37.8454,26616
965,P,2,2,0,30,35.4494,36.5074,40.2719,73552
967,P,2,0,0,34,34.7645,32.4318,36.9792,19248
967,P,2,1,0,33,34.0463,33.7609,37.7504,32640
967,P,2,2,0,30,35.4094,36.4569,40.1576,71360
972,P,0,0,0,30,35.5525,37.2441,40.0796,85048
972,P,0,1,0,29,36.4729,37.7707,40.7397,82000
972,P,0,2,0,26,38.8909,40.7251,43.3822,177632
970,P,1,0,0,33,34.9016,33.4961,37.3001,30056
970,P,1,1,0,32,35.0008,35.4258,38.7561,54512
970,P,1,2,0,29,36.8377,38.5791,41.7054,115392
969,P,2,0,0,34,34.8356,32.3089,36.676,17352
969,P,2,1,0,33,34.0913,33.7585,37.677,33176
969,P,2,2,0,30,35.45,36.4762,40.3831,74200
971,P,2,0,0,34,34.695,32.5101,37.2289,19280
971,P,2,1,0,33,34.2812,33.731,37.6592,28928
971,P,2,2,0,30,35.4269,36.5722,40.179,71248
976,P,0,0,0,30,35.5594,37.4058,40.199,96640
976,P,0,1,0,29,36.4338,37.8507,40.8075,76448
976,P,0,2,0,26,38.8593,40.8846,43.5227,176640
974,P,1,0,0,33,34.9253,33.7635,37.4137,30496
974,P,1,1,0,32,35.0901,35.2854,38.7123,50120
974,P,1,2,0,29,36.8383,38.4795,41.6613,113968
973,P,2,0,0,34,34.8085,32.1579,36.7879,18344
973,P,2,1,0,33,34.4278,33.7259,37.6771,26584
973,P,2,2,0,30,35.4505,36.6097,40.271,74056
975,P,2,0,0,34,34.7365,32.4557,37.1867,18360
975,P,2,1,0,33,34.2913,33.8376,37.8107,28824
975,P,2,2,0,30,35.605,36.5866,40.3015,66840
980,P,0,0,0,30,35.4411,37.2981,40.2534,81496
980,P,0,1,0,29,36.4815,37.8553,40.7179,84952
980,P,0,2,0,26,38.9353,40.7639,43.4637,177384
978,P,1,0,0,33,34.8649,33.2759,37.1848,30064
978,P,1,1,0,32,34.9759,35.2887,38.6769,50976
978,P,1,2,0,29,36.8451,38.4979,41.7231,110952
977,P,2,0,0,34,34.7091,32.4547,36.885,18232
977,P,2,1,0,33,34.2397,33.8696,37.8285,30552
977,P,2,2,0,30,35.5252,36.6296,40.2722,70352
979,P,2,0,0,34,34.7221,32.3346,37.1082,18400
979,P,2,1,0,33,34.4051,33.7692,37.7699,27584
979,P,2,2,0,30,35.6047,36.5154,40.2718,66288
984,P,0,0,0,30,35.513,37.4961,40.4862,92352
984,P,0,1,0,29,36.4292,37.8371,40.8318,73608
984,P,0,2,0,26,38.9351,40.801,43.5006,175792
982,P,1,0,0,33,34.9179,33.6344,37.4942,29936
982,P,1,1,0,32,35.0015,35.3507,38.8128,50360
982,P,1,2,0,29,36.8839,38.6139,41.8018,114416
981,P,2,0,0,34,34.6629,32.5367,37.1015,18792
981,P,2,1,0,33,34.454,33.7569,37.6699,24872
981,P,2,2,0,30,35.6579,36.4474,40.3307,68160
983,P,2,0,0,34,34.7217,32.4679,37.0866,18456
983,P,2,1,0,33,34.3179,33.9423,37.7303,28136
983,P,2,2,0,30,35.6456,36.4783,40.3559,66464
988,P,0,0,0,30,35.5209,37.3146,40.1634,86224
988,P,0,1,0,29,36.4956,37.8969,40.8105,83496
988,P,0,2,0,26,38.9554,40.8257,43.5437,174928
986,P,1,0,0,33,34.9769,33.6195,37.4667,29672
986,P,1,1,0,32,35.0893,35.5634,38.8743,49312
986,P,1,2,0,29,36.9177,38.591,41.761,113712
985,P,2,0,0,34,34.6884,32.5445,37.3002,19280
985,P,2,1,0,33,34.3651,33.6902,37.8906,27072
985,P,2,2,0,30,35.6031,36.6247,40.3688,69168
987,P,2,0,0,34,34.7311,32.91,37.4035,19328
987,P,2,1,0,33,34.4089,33.7236,37.9824,26056
987,P,2,2,0,30,35.5844,36.4209,40.3026,66432
992,P,0,0,0,30,35.5422,37.4662,40.4096,85664
992,P,0,1,0,29,36.5532,37.8529,40.876,77464
992,P,0,2,0,26,38.9443,40.85,43.5236,175112
990,P,1,0,0,33,34.9686,33.5871,37.8414,30056
990,P,1,1,0,32,35.1497,35.4642,38.9069,49384
990,P,1,2,0,29,36.9533,38.5173,41.7055,111984
989,P,2,0,0,34,34.7944,32.3941,37.2384,18640
989,P,2,1,0,33,34.5036,33.5918,37.8827,25656
989,P,2,2,0,30,35.5877,36.4686,40.1664,69984
991,P,2,0,0,34,34.7177,32.5462,37.3576,19024
991,P,2,1,0,33,34.495,33.9026,38.0237,25288
991,P,2,2,0,30,35.6808,36.3833,40.2409,64280
996,P,0,0,0,30,35.5223,37.3661,40.3762,83200
996,P,0,1,0,29,36.4464,37.8691,41.0003,76312
996,P,0,2,0,26,38.9508,40.8529,43.6282,172664
994,P,1,0,0,33,35.0461,33.5301,37.5975,28024
994,P,1,1,0,32,35.182,35.331,38.8656,47360
994,P,1,2,0,29,36.9649,38.376,41.6071,103736
993,P,2,0,0,34,34.8362,32.7779,37.5742,19216
993,P,2,1,0,33,34.3961,33.9103,38.1118,28328
993,P,2,2,0,30,35.5841,36.3854,40.4376,67656
995,P,2,0,0,34,34.8166,32.6428,37.15,18216
995,P,2,1,0,33,34.5336,33.5534,37.8906,25184
995,P,2,2,0,30,35.714,36.4704,40.3646,64560
998,P,1,0,0,33,34.7852,33.3835,37.3675,28864
998,P,1,1,0,32,35.1923,35.4304,38.9998,44448
998,P,1,2,0,29,36.939,38.5554,41.7685,107472
997,P,2,0,0,34,34.8211,33.0113,37.6457,18912
997,P,2,1,0,33,34.5375,34.051,38.1376,26744
997,P,2,2,0,30,35.6701,36.5627,40.5829,64832
999,P,2,0,0,34,34.2975,32.5804,36.6491,21992
999,P,2,1,0,33,34.2787,33.9268,37.8426,23624
999,P,2,2,0,30,35.3709,36.4394,40.333,69240
